id,timestamp,Hum,Temp,N,P,K,pH,EC,OC_est
1997,2026-05-15 14:12:31,93.3,28.8,258,644,641,5.5,1424,0.688443
1998,2026-05-15 14:12:36,93.3,28.8,258,644,641,5.5,1424,0.688443
1999,2026-05-15 14:12:43,93.3,28.8,258,644,641,5.5,1424,0.688443
2000,2026-05-15 14:12:48,93.3,28.8,258,644,641,5.5,1424,0.688443
2001,2026-05-15 14:12:53,93.3,28.8,258,644,641,5.5,1424,0.688443
2002,2026-05-15 14:12:57,93.3,28.8,258,644,641,5.5,1424,0.688443
2003,2026-05-15 14:13:02,93.3,28.8,258,644,641,5.5,1424,0.688443
2004,2026-05-15 14:13:07,93.3,28.8,258,644,641,5.5,1424,0.688443
2005,2026-05-15 14:13:12,93.3,28.8,258,644,641,5.5,1424,0.688443
2006,2026-05-15 14:13:18,93.3,28.8,258,644,641,5.5,1424,0.688443
2007,2026-05-15 14:13:23,93.3,28.8,258,644,641,5.5,1424,0.688443
2008,2026-05-15 14:13:28,93.3,28.8,258,644,641,5.5,1424,0.688443
2009,2026-05-15 14:13:33,93.3,28.8,258,644,641,5.5,1424,0.688443
2010,2026-05-15 14:13:38,93.3,28.8,258,644,641,5.5,1424,0.688443
2011,2026-05-15 14:13:43,93.3,28.8,258,644,641,5.5,1424,0.688443
2012,2026-05-15 14:13:48,93.3,28.8,258,644,641,5.5,1424,0.688443
2013,2026-05-15 14:13:53,93.3,28.8,258,644,641,5.5,1424,0.688443
2014,2026-05-15 14:13:58,93.3,28.8,259,644,642,5.5,1426,0.688784
2015,2026-05-15 14:14:03,93.3,28.8,259,644,642,5.5,1426,0.688784
2016,2026-05-15 14:14:07,93.3,28.8,258,642,639,5.5,1421,0.688443
2017,2026-05-15 14:14:12,93.3,28.8,258,644,641,5.5,1424,0.688443
2018,2026-05-15 14:14:17,93.3,28.8,257,641,638,5.5,1418,0.688103
2019,2026-05-15 14:14:22,93.3,28.8,259,644,642,5.5,1426,0.688784
2020,2026-05-15 14:14:27,93.3,28.8,259,644,642,5.5,1426,0.688784
2021,2026-05-15 14:14:32,93.3,28.8,259,644,642,5.5,1426,0.688784
2022,2026-05-15 14:14:37,93.3,28.8,258,644,641,5.5,1424,0.688443
2023,2026-05-15 14:14:42,93.3,28.8,258,644,641,5.5,1424,0.688443
2024,2026-05-15 14:14:47,93.3,28.8,259,644,642,5.5,1426,0.688784
2025,2026-05-15 14:14:52,93.3,28.8,259,644,642,5.5,1426,0.688784
2026,2026-05-15 14:14:56,93.3,28.8,258,644,641,5.5,1424,0.688443
2027,2026-05-15 14:15:01,93.3,28.8,258,644,641,5.5,1424,0.688443
2028,2026-05-15 14:15:06,93.3,28.8,258,644,641,5.5,1424,0.688443
2029,2026-05-15 14:15:11,93.3,28.8,258,644,641,5.5,1424,0.688443
2030,2026-05-15 14:15:16,93.3,28.8,259,644,642,5.5,1426,0.688784
2031,2026-05-15 14:15:21,93.3,28.8,259,644,642,5.5,1426,0.688784
2032,2026-05-15 14:15:26,93.3,28.8,258,644,641,5.5,1424,0.688443
2033,2026-05-15 14:15:31,93.3,28.8,258,644,641,5.5,1424,0.688443
2034,2026-05-15 14:15:36,93.3,28.8,258,644,641,5.5,1424,0.688443
2035,2026-05-15 14:15:41,93.3,28.8,258,644,641,5.5,1424,0.688443
2036,2026-05-15 14:15:46,93.3,28.8,259,644,642,5.5,1426,0.688784
2037,2026-05-15 14:15:50,93.3,28.8,258,644,641,5.5,1424,0.688443
2038,2026-05-15 14:15:55,93.3,28.8,258,644,641,5.5,1424,0.688443
2039,2026-05-15 14:16:00,93.3,28.8,258,644,641,5.5,1424,0.688443
2040,2026-05-15 14:16:05,93.3,28.8,258,642,639,5.5,1421,0.688443
2041,2026-05-15 14:16:10,93.3,28.8,258,644,641,5.5,1424,0.688443
2042,2026-05-15 14:16:15,93.3,28.8,258,642,639,5.5,1421,0.688443
2043,2026-05-15 14:16:20,93.3,28.8,258,644,641,5.5,1424,0.688443
2044,2026-05-15 14:16:25,93.3,28.8,258,642,639,5.5,1421,0.688443
2045,2026-05-15 14:16:30,93.3,28.8,258,644,641,5.5,1424,0.688443
2046,2026-05-15 14:16:35,93.3,28.8,258,644,641,5.5,1424,0.688443
2047,2026-05-15 14:16:40,93.3,28.8,258,642,639,5.5,1421,0.688443
2048,2026-05-15 14:16:44,93.3,28.8,258,644,641,5.5,1424,0.688443
2049,2026-05-15 14:16:49,93.3,28.8,258,642,639,5.5,1421,0.688443
2050,2026-05-15 14:16:54,93.3,28.8,258,642,639,5.5,1421,0.688443
2051,2026-05-15 14:16:59,93.3,28.8,258,644,641,5.5,1424,0.688443
2052,2026-05-15 14:17:04,93.3,28.8,258,644,641,5.5,1424,0.688443
2053,2026-05-15 14:17:09,93.3,28.8,258,644,641,5.5,1424,0.688443
2054,2026-05-15 14:17:14,93.3,28.8,258,642,639,5.5,1421,0.688443
2055,2026-05-15 14:17:19,93.3,28.8,258,644,641,5.5,1424,0.688443
2056,2026-05-15 14:17:24,93.3,28.8,258,644,641,5.5,1424,0.688443
2057,2026-05-15 14:17:29,93.3,28.8,258,642,639,5.5,1421,0.688443
2058,2026-05-15 14:17:34,93.3,28.8,258,644,641,5.5,1424,0.688443
2059,2026-05-15 14:17:39,93.3,28.8,258,644,641,5.5,1424,0.688443
2060,2026-05-15 14:17:44,93.3,28.8,258,642,639,5.5,1421,0.688443
2061,2026-05-15 14:17:49,93.3,28.8,258,642,639,5.5,1421,0.688443
2062,2026-05-15 14:17:54,93.3,28.8,258,642,639,5.5,1421,0.688443
2063,2026-05-15 14:17:59,93.3,28.8,258,642,639,5.5,1421,0.688443
2064,2026-05-15 14:18:04,93.3,28.8,258,642,639,5.5,1421,0.688443
2065,2026-05-15 14:18:09,93.3,28.8,258,642,639,5.5,1421,0.688443
2066,2026-05-15 14:18:14,93.3,28.8,258,642,639,5.5,1421,0.688443
2067,2026-05-15 14:18:18,93.3,28.8,258,642,639,5.5,1421,0.688443
2068,2026-05-15 14:18:24,93.3,28.8,258,642,639,5.5,1421,0.688443
2069,2026-05-15 14:18:29,93.3,28.8,258,642,639,5.5,1421,0.688443
2070,2026-05-15 14:18:34,93.3,28.8,258,642,639,5.5,1421,0.688443
2071,2026-05-15 14:18:39,93.3,28.8,258,642,639,5.5,1421,0.688443
2072,2026-05-15 14:18:44,93.3,28.8,258,642,639,5.5,1421,0.688443
2073,2026-05-15 14:18:49,93.3,28.8,258,642,639,5.5,1421,0.688443
2074,2026-05-15 14:18:54,93.3,28.8,258,642,639,5.5,1421,0.688443
2075,2026-05-15 14:18:59,91.8,28.8,237,595,592,5.5,1323,0.681293
2077,2026-05-15 14:35:01.951212,100.0,34.9,15,81,74,6.6,258,0.569248
2078,2026-05-15 14:35:01.951212,100.0,34.9,15,82,75,6.6,260,0.569248
2079,2026-05-15 14:35:08.027422,100.0,35.0,15,82,75,6.5,260,0.572562
2080,2026-05-15 14:35:14.489863,100.0,35.0,15,82,75,6.5,260,0.572562
2081,2026-05-15 14:35:20.457156,100.0,35.0,15,82,75,6.5,260,0.572562
2082,2026-05-15 14:35:27.150673,100.0,35.0,16,83,76,6.5,262,0.572902
2083,2026-05-15 14:35:33.460008,100.0,35.0,16,83,75,6.5,261,0.572902
2084,2026-05-15 14:35:39.887757,100.0,35.0,16,83,76,6.5,262,0.572902
2085,2026-05-15 14:35:46.199941,100.0,35.0,16,83,76,6.5,262,0.572902
2086,2026-05-15 14:35:52.289218,100.0,35.0,15,82,75,6.5,260,0.572562
2087,2026-05-15 14:35:58.559152,100.0,35.0,15,82,75,6.5,260,0.572562
2088,2026-05-15 14:36:05.021628,100.0,35.0,15,82,75,6.5,260,0.572562
2089,2026-05-15 14:36:11.321354,100.0,35.0,16,83,75,6.6,261,0.569589
2090,2026-05-15 14:36:17.455544,100.0,35.0,16,83,75,6.6,261,0.569589
2091,2026-05-15 14:36:23.442525,100.0,35.0,16,83,75,6.7,261,0.566275
2092,2026-05-15 14:36:29.580551,100.0,35.0,16,83,76,6.7,262,0.566275
2093,2026-05-15 14:36:35.852699,100.0,35.0,16,83,76,6.7,262,0.566275
2094,2026-05-15 14:36:42.048904,100.0,35.1,16,83,76,6.7,262,0.566275
2095,2026-05-15 14:36:48.03678,100.0,35.1,16,83,76,6.7,262,0.566275
2096,2026-05-15 14:36:54.095545,100.0,35.1,16,83,76,6.8,262,0.562961
2097,2026-05-15 14:37:00.51714,100.0,35.0,16,83,76,6.8,262,0.562961
2098,2026-05-15 14:37:06.487499,100.0,35.1,16,83,76,6.8,262,0.562961
2099,2026-05-15 14:37:12.567373,100.0,35.1,16,83,76,6.8,262,0.562961
2100,2026-05-15 14:37:18.752657,100.0,35.0,16,83,76,6.8,262,0.562961
2101,2026-05-15 14:37:25.066478,100.0,35.1,16,83,76,6.8,262,0.562961
2102,2026-05-15 14:37:31.203775,100.0,35.1,16,83,76,6.8,262,0.562961
2103,2026-05-15 14:37:37.506457,100.0,35.1,16,83,76,6.9,262,0.559648
2104,2026-05-15 14:37:43.695819,100.0,35.0,16,84,76,6.9,263,0.559648
2105,2026-05-15 14:37:49.871591,100.0,35.0,16,84,76,6.9,263,0.559648
2106,2026-05-15 14:37:55.99618,100.0,35.0,16,84,76,6.9,263,0.559648
2107,2026-05-15 14:38:02.339693,100.0,35.1,16,84,76,6.9,263,0.559648
2108,2026-05-15 14:38:08.69123,100.0,35.0,16,84,76,6.9,263,0.559648
2109,2026-05-15 14:38:14.785373,100.0,35.0,16,84,76,6.9,263,0.559648
2110,2026-05-15 14:38:20.766913,100.0,35.0,16,84,76,6.9,263,0.559648
2111,2026-05-15 14:38:27.011105,100.0,35.1,16,84,76,6.9,263,0.559648
2112,2026-05-15 14:38:33.099209,100.0,35.0,16,84,76,7.0,263,0.556334
2113,2026-05-15 14:38:39.369916,100.0,35.0,16,84,76,7.0,263,0.556334
2114,2026-05-15 14:38:45.351475,100.0,35.0,16,84,76,7.0,263,0.556334
2115,2026-05-15 14:38:51.475909,100.0,35.0,16,84,76,7.0,263,0.556334
2116,2026-05-15 14:38:57.434405,100.0,35.0,16,84,76,7.0,263,0.556334
2117,2026-05-15 14:39:03.390215,100.0,35.0,16,84,76,7.0,263,0.556334
2118,2026-05-15 14:39:09.451251,100.0,35.0,16,84,76,7.0,263,0.556334
2119,2026-05-15 14:39:15.917783,100.0,35.0,16,84,77,7.0,264,0.556334
2120,2026-05-15 14:39:22.05179,100.0,35.0,16,84,77,7.0,264,0.556334
2121,2026-05-15 14:39:28.167801,100.0,35.0,16,84,77,7.1,264,0.553021
2122,2026-05-15 14:39:34.494759,100.0,35.0,16,84,77,7.1,264,0.553021
2123,2026-05-15 14:39:40.84921,100.0,35.0,16,84,76,7.1,263,0.553021
2124,2026-05-15 14:39:47.006125,100.0,35.0,16,84,76,7.1,263,0.553021
2125,2026-05-15 14:39:52.938509,100.0,35.0,16,84,76,7.1,263,0.553021
2126,2026-05-15 14:39:59.842066,100.0,35.0,16,84,76,7.1,263,0.553021
2127,2026-05-15 14:40:06.511709,100.0,35.0,16,84,76,7.1,263,0.553021
2128,2026-05-15 14:40:12.42899,100.0,35.0,16,84,76,7.2,263,0.549707
2129,2026-05-15 14:40:18.332093,100.0,35.0,16,84,76,7.2,263,0.549707
2130,2026-05-15 14:40:24.668585,100.0,35.0,16,84,76,7.2,263,0.549707
2131,2026-05-15 14:40:31.019126,100.0,35.0,16,84,76,7.2,263,0.549707
2132,2026-05-15 14:40:37.18212,100.0,35.0,16,84,76,7.2,263,0.549707
2133,2026-05-15 14:40:43.13618,100.0,35.0,16,84,76,7.2,263,0.549707
2134,2026-05-15 14:40:49.260567,100.0,35.0,16,84,76,7.2,263,0.549707
2135,2026-05-15 14:40:55.390043,100.0,35.0,16,84,76,7.2,263,0.549707
2136,2026-05-15 14:41:01.557498,100.0,35.0,16,84,76,7.2,263,0.549707
2137,2026-05-15 14:41:07.674742,100.0,35.0,16,84,76,7.2,263,0.549707
2138,2026-05-15 14:41:14.052183,100.0,35.0,16,84,76,7.3,263,0.546393
2139,2026-05-15 14:41:20.389785,100.0,35.0,16,84,76,7.3,263,0.546393
2140,2026-05-15 14:41:26.52198,100.0,35.0,16,84,76,7.3,263,0.546393
2141,2026-05-15 14:41:32.688037,100.0,35.0,16,84,76,7.3,263,0.546393
2142,2026-05-15 14:41:38.779086,100.0,35.0,16,84,76,7.3,263,0.546393
2143,2026-05-15 14:41:44.787638,100.0,35.0,16,84,76,7.3,263,0.546393
2144,2026-05-15 14:41:51.128972,100.0,35.0,16,84,76,7.3,263,0.546393
2145,2026-05-15 14:41:57.280102,100.0,35.0,16,84,76,7.3,263,0.546393
2146,2026-05-15 14:42:03.436765,100.0,35.0,16,84,77,7.3,264,0.546393
2147,2026-05-15 14:42:09.780538,100.0,35.0,16,84,76,7.3,263,0.546393
2148,2026-05-15 14:42:16.076889,100.0,35.0,16,84,76,7.3,263,0.546393
2149,2026-05-15 14:42:22.226993,100.0,35.0,16,84,76,7.3,263,0.546393
2150,2026-05-15 14:42:28.580442,100.0,35.0,16,84,76,7.4,263,0.54308
2151,2026-05-15 14:42:34.692008,100.0,35.0,16,84,76,7.4,263,0.54308
2152,2026-05-15 14:42:40.678447,100.0,34.9,16,84,77,7.4,264,0.54308
2153,2026-05-15 14:42:46.605925,100.0,35.0,16,84,77,7.4,264,0.54308
2154,2026-05-15 14:42:52.649582,100.0,35.0,16,84,77,7.4,264,0.54308
2155,2026-05-15 14:42:58.595747,100.0,34.9,16,84,77,7.4,264,0.54308
2156,2026-05-15 14:43:04.551941,100.0,35.0,16,84,76,7.4,263,0.54308
2157,2026-05-15 14:43:10.493876,100.0,34.9,16,84,76,7.4,263,0.54308
2158,2026-05-15 14:43:16.811387,100.0,34.9,16,84,76,7.4,263,0.54308
2159,2026-05-15 14:43:22.757943,100.0,34.9,16,84,76,7.4,263,0.54308
2160,2026-05-15 14:43:28.909399,100.0,34.9,16,84,76,7.4,263,0.54308
2161,2026-05-15 14:43:34.837003,100.0,34.9,16,84,76,7.4,263,0.54308
2162,2026-05-15 14:43:40.813185,100.0,34.9,16,84,76,7.4,263,0.54308
2163,2026-05-15 14:43:46.789472,100.0,34.9,16,84,76,7.4,263,0.54308
2164,2026-05-15 14:43:53.086565,100.0,34.9,16,84,76,7.4,263,0.54308
2165,2026-05-15 14:43:59.19206,100.0,34.9,16,84,76,7.4,263,0.54308
2166,2026-05-15 14:44:05.552049,100.0,34.9,16,84,76,7.4,263,0.54308
2167,2026-05-15 14:44:11.504277,100.0,34.9,16,84,76,7.4,263,0.54308
2168,2026-05-15 14:44:17.688217,100.0,34.9,16,84,76,7.4,263,0.54308
2169,2026-05-15 14:44:24.016127,100.0,34.9,16,84,76,7.4,263,0.54308
2170,2026-05-15 14:44:29.952432,100.0,34.9,16,84,76,7.4,263,0.54308
2171,2026-05-15 14:44:35.875516,100.0,34.9,16,84,77,7.4,264,0.54308
2172,2026-05-15 14:44:42.030993,100.0,34.9,16,84,76,7.4,263,0.54308
2173,2026-05-15 14:44:47.980562,100.0,34.9,16,84,76,7.4,263,0.54308
2174,2026-05-15 14:44:53.908682,100.0,34.9,16,84,77,7.4,264,0.54308
2175,2026-05-15 14:45:00.251458,100.0,34.9,16,84,76,7.4,263,0.54308
2176,2026-05-15 14:45:06.388426,100.0,34.9,16,84,76,7.4,263,0.54308
2177,2026-05-15 14:45:12.749295,100.0,34.9,16,83,76,7.4,262,0.54308
2178,2026-05-15 14:45:18.874652,100.0,34.9,16,83,76,7.4,262,0.54308
2179,2026-05-15 14:45:25.219305,100.0,34.9,16,84,76,7.4,263,0.54308
2180,2026-05-15 14:45:31.418117,100.0,34.8,16,84,76,7.4,263,0.54308
2181,2026-05-15 14:45:37.713652,100.0,34.9,15,82,75,7.2,260,0.549367
2182,2026-05-15 14:48:26,100.0,32.5,10,70,62,6.6,234,0.567546
2183,2026-05-15 14:48:33,100.0,32.6,10,70,63,6.6,235,0.567546
2184,2026-05-15 14:48:39,100.0,32.6,10,71,63,6.6,236,0.567546
2185,2026-05-15 14:48:45,100.0,32.6,11,71,64,6.6,237,0.567886
2186,2026-05-15 14:48:51,100.0,32.7,11,71,64,6.6,237,0.567886
2187,2026-05-15 14:48:57,100.0,32.7,11,71,64,6.6,237,0.567886
2188,2026-05-15 14:49:03,100.0,32.7,11,71,64,6.6,237,0.567886
2189,2026-05-15 14:49:10,100.0,32.7,11,72,64,6.6,238,0.567886
2190,2026-05-15 14:49:16,100.0,32.7,11,72,64,6.6,238,0.567886
2191,2026-05-15 14:49:22,100.0,32.7,11,72,64,6.6,238,0.567886
2192,2026-05-15 14:49:28,100.0,32.7,11,72,64,6.6,238,0.567886
2193,2026-05-15 14:49:34,100.0,32.7,11,72,64,6.6,238,0.567886
2194,2026-05-15 14:49:40,100.0,32.7,11,72,64,6.6,238,0.567886
2195,2026-05-15 14:49:47,100.0,32.7,11,72,64,6.7,238,0.564572
2196,2026-05-15 14:49:53,100.0,32.7,11,72,64,6.7,238,0.564572
2197,2026-05-15 14:49:59,100.0,32.7,11,72,64,6.7,238,0.564572
2198,2026-05-15 14:50:05,100.0,32.7,11,72,64,6.7,238,0.564572
2199,2026-05-15 14:50:12,100.0,32.7,11,72,64,6.7,238,0.564572
2200,2026-05-15 14:50:18,100.0,32.7,11,72,64,6.7,238,0.564572
2201,2026-05-15 14:50:24,100.0,32.7,11,72,64,6.7,239,0.564572
2202,2026-05-15 14:50:30,100.0,32.7,11,72,64,6.7,239,0.564572
2203,2026-05-15 14:50:37,100.0,32.7,11,72,64,6.7,239,0.564572
2204,2026-05-15 14:50:43,100.0,32.7,11,72,64,6.7,239,0.564572
2205,2026-05-15 14:50:49,100.0,32.7,11,72,64,6.7,239,0.564572
2206,2026-05-15 14:50:55,100.0,32.7,11,72,64,6.7,239,0.564572
2207,2026-05-15 14:51:01,100.0,32.7,11,72,64,6.7,239,0.564572
2208,2026-05-15 14:51:07,100.0,32.7,11,72,64,6.7,239,0.564572
2209,2026-05-15 14:51:13,100.0,32.7,11,72,64,6.7,239,0.564572
2210,2026-05-15 14:51:20,100.0,32.7,11,72,64,6.7,239,0.564572
2211,2026-05-15 14:51:26,100.0,32.7,11,72,64,6.7,239,0.564572
2212,2026-05-15 14:51:32,100.0,32.7,11,72,64,6.7,239,0.564572
2213,2026-05-15 14:51:38,100.0,32.7,11,72,65,6.7,240,0.564572
2214,2026-05-15 14:51:45,100.0,32.7,11,72,65,6.7,240,0.564572
2215,2026-05-15 14:51:51,100.0,32.7,11,72,65,6.7,240,0.564572
2216,2026-05-15 14:51:57,100.0,32.7,11,72,65,6.7,240,0.564572
2217,2026-05-15 14:52:03,100.0,32.7,11,72,65,6.7,240,0.564572
2218,2026-05-15 14:52:09,100.0,32.7,11,72,64,6.7,239,0.564572
2219,2026-05-15 14:52:15,100.0,32.7,11,72,65,6.7,240,0.564572
2220,2026-05-15 14:52:21,100.0,32.7,11,72,64,6.7,239,0.564572
2221,2026-05-15 14:52:27,100.0,32.7,11,72,64,6.7,239,0.564572
2222,2026-05-15 14:52:33,100.0,32.7,11,72,65,6.7,240,0.564572
2223,2026-05-15 14:52:39,100.0,32.7,11,72,65,6.7,240,0.564572
2224,2026-05-15 14:52:45,100.0,32.7,11,72,65,6.7,240,0.564572
2225,2026-05-15 14:52:52,100.0,32.6,11,72,65,6.7,240,0.564572
2226,2026-05-15 14:52:58,100.0,32.6,11,72,65,6.7,240,0.564572
2227,2026-05-15 14:53:04,100.0,32.6,11,72,65,6.7,240,0.564572
2228,2026-05-15 14:53:10,100.0,32.6,11,72,65,6.7,240,0.564572
2229,2026-05-15 14:53:17,100.0,32.6,11,72,64,6.7,239,0.564572
2230,2026-05-15 14:53:22,100.0,32.6,11,72,65,6.7,240,0.564572
2231,2026-05-15 14:53:29,100.0,32.6,11,72,64,6.7,239,0.564572
2232,2026-05-15 14:53:35,100.0,32.6,11,72,64,6.7,239,0.564572
2233,2026-05-15 14:53:42,100.0,32.6,11,72,64,6.7,239,0.564572
2234,2026-05-15 14:53:48,100.0,32.6,11,72,64,6.8,239,0.561259
2235,2026-05-15 14:53:54,100.0,32.6,11,72,65,6.8,240,0.561259
2236,2026-05-15 14:54:01,100.0,32.6,11,72,65,6.8,240,0.561259
2237,2026-05-15 14:54:06,100.0,32.6,11,72,65,6.8,240,0.561259
2238,2026-05-15 14:54:13,100.0,32.6,11,72,64,6.8,239,0.561259
2239,2026-05-15 14:54:19,100.0,32.6,11,72,65,6.8,240,0.561259
2240,2026-05-15 14:54:26,100.0,32.6,11,72,64,6.8,239,0.561259
2241,2026-05-15 14:54:32,100.0,32.6,11,72,65,6.8,240,0.561259
2242,2026-05-15 14:54:38,100.0,32.6,11,72,64,6.8,239,0.561259
2243,2026-05-15 14:54:45,100.0,32.6,11,72,64,6.8,239,0.561259
2244,2026-05-15 14:54:51,100.0,32.6,11,72,64,6.8,239,0.561259
2245,2026-05-15 14:54:57,100.0,32.6,11,72,65,6.8,240,0.561259
2246,2026-05-15 14:55:03,100.0,32.6,11,72,65,6.8,240,0.561259
2247,2026-05-15 14:55:09,100.0,32.6,11,72,64,6.8,239,0.561259
2248,2026-05-15 14:55:15,100.0,32.6,11,72,65,6.8,240,0.561259
2249,2026-05-15 14:55:21,100.0,32.6,11,72,64,6.8,239,0.561259
2250,2026-05-15 14:55:27,100.0,32.6,11,72,64,6.8,239,0.561259
2251,2026-05-15 14:55:33,100.0,32.6,11,72,65,6.8,240,0.561259
2252,2026-05-15 14:55:40,100.0,32.5,11,72,64,6.8,239,0.561259
2253,2026-05-15 14:55:46,100.0,32.6,11,72,64,6.8,239,0.561259
2254,2026-05-15 14:55:52,100.0,32.6,11,72,65,6.8,240,0.561259
2255,2026-05-15 14:56:00,100.0,32.6,11,72,65,6.8,240,0.561259
2256,2026-05-15 14:56:06,100.0,32.5,11,72,64,6.8,239,0.561259
2257,2026-05-15 14:56:12,100.0,32.5,11,72,64,6.8,239,0.561259
2258,2026-05-15 14:56:18,100.0,32.5,11,72,65,6.8,240,0.561259
2259,2026-05-15 14:56:24,100.0,32.5,11,72,65,6.8,240,0.561259
2260,2026-05-15 14:56:31,100.0,32.5,11,72,64,6.8,239,0.561259
2261,2026-05-15 14:56:37,100.0,32.5,11,72,64,6.8,239,0.561259
2262,2026-05-15 14:56:43,100.0,32.5,11,72,64,6.8,239,0.561259
2263,2026-05-15 14:56:49,100.0,32.5,11,72,65,6.8,240,0.561259
2264,2026-05-15 14:56:56,100.0,32.5,11,73,65,6.8,241,0.561259
2265,2026-05-15 14:57:04,100.0,32.5,11,72,65,6.8,240,0.561259
2266,2026-05-15 14:57:10,100.0,32.5,11,72,65,6.8,240,0.561259
2267,2026-05-15 14:57:16,100.0,32.5,11,72,64,6.8,239,0.561259
2268,2026-05-15 14:57:22,100.0,32.5,11,72,64,6.8,239,0.561259
2269,2026-05-15 14:57:28,100.0,32.5,11,72,65,6.8,240,0.561259
2270,2026-05-15 14:57:35,100.0,32.5,11,72,65,6.8,240,0.561259
2271,2026-05-15 14:57:41,100.0,32.5,11,72,64,6.8,239,0.561259
2272,2026-05-15 14:57:47,100.0,32.5,11,72,64,6.8,239,0.561259
2273,2026-05-15 14:57:53,100.0,32.5,11,72,64,6.8,239,0.561259
2274,2026-05-15 14:57:59,100.0,32.5,11,72,65,6.8,240,0.561259
2275,2026-05-15 14:58:05,100.0,32.5,11,72,65,6.8,240,0.561259
2276,2026-05-15 14:58:11,100.0,32.5,11,72,65,6.8,240,0.561259
2277,2026-05-15 14:58:17,100.0,32.4,11,72,64,6.8,239,0.561259
2278,2026-05-15 14:58:24,100.0,32.4,11,72,65,6.8,240,0.561259
2279,2026-05-15 14:58:30,100.0,32.5,11,72,64,6.8,239,0.561259
2280,2026-05-15 14:58:36,100.0,32.4,11,72,64,6.8,239,0.561259
2281,2026-05-15 14:58:42,100.0,32.4,11,72,64,6.8,239,0.561259
2282,2026-05-15 14:58:48,100.0,32.4,11,72,64,6.8,239,0.561259
2283,2026-05-15 14:58:54,100.0,32.4,11,72,64,6.8,239,0.561259
2284,2026-05-15 14:59:00,100.0,32.4,11,72,64,6.8,239,0.561259
2285,2026-05-15 14:59:06,100.0,32.4,11,72,64,6.8,239,0.561259
2286,2026-05-15 14:59:12,100.0,32.4,11,72,64,6.9,239,0.557945
2287,2026-05-15 14:59:18,100.0,32.4,11,72,64,6.9,239,0.557945
2288,2026-05-15 14:59:24,100.0,32.4,11,72,64,6.9,239,0.557945
2289,2026-05-15 14:59:30,100.0,32.4,11,72,64,6.9,239,0.557945
2290,2026-05-15 14:59:37,100.0,32.4,11,72,64,6.9,239,0.557945
2291,2026-05-15 14:59:43,100.0,32.4,11,72,65,6.9,240,0.557945
2292,2026-05-15 14:59:49,100.0,32.4,11,72,64,6.9,239,0.557945
2293,2026-05-15 14:59:55,100.0,32.4,11,72,64,6.9,239,0.557945
2294,2026-05-15 15:00:01,100.0,32.4,11,72,64,6.9,239,0.557945
